Texture X_Hips_Bronze_Skin_Bare_01
	Base1 Hips_Bronze_Skin_Bare_01_B //Texture_Library\N_ENEMIES\N_Pandora_01\Hips_Bronze_Skin_Bare_01_B.tga
		Base none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_B.tga
		BumpMap none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_NM.tga
		Blend none //
		BlendType Multiply
		ScaleST0 1.0 1.0
		ScaleST1 1.0 1.0
		DiffuseScale 1.0
		AmbientScale 1.0
	End
End

Texture X_Gloves_Skin_Roman_Bronze_01
	Base1 Gloves_Skin_Roman_Bronze_01_B //Gloves_Skin_Roman_Bronze_01_B.tga
	Base1Scroll 0 0 // 0 0
	Base1ScrollType  Normal //Normal
	Base1Scale  1 1 // 1 1

	Multiply1 none //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
	Multiply1Scroll 0 0 // 0 0
	Multiply1ScrollType  Normal //Normal
	Multiply1Scale  1 1 // 0.35 0.65
	Multiply1Reflect 0 // Optional flag indicating this is a spheremap

	DualColor1 Gloves_Skin_Roman_Bronze_01_MK //Gloves_Skin_Roman_Bronze_01_MK.tga
	DualColor1Scroll 0 0 // 0 0
	DualColor1ScrollType  Normal //Normal
	DualColor1Scale  1 1 // 1 1

	BumpMap1 Gloves_Skin_Roman_Bronze_01_NM //Gloves_Skin_Roman_Bronze_01_NM.tga
	BumpMap1Scroll 0 0 // 0 0
	BumpMap1ScrollType  Normal //Normal
	BumpMap1Scale  1 1 // 1 1

	AddGlow1 none //
	AddGlow1Scroll 0 0 // 0 0
	AddGlow1ScrollType  Normal //Normal
	AddGlow1Scale  1 1 // 1 1
	AddGlowMat2  0 //<- applies the addglow effect to the second material instead of the first material
	AddGlowTint 0

	Mask Gloves_Skin_Roman_Bronze_01_MK //Gloves_Skin_Roman_Bronze_01_MK.tga
	MaskScroll 0 0 // 0 0
	MaskScrollType  Normal //Normal
	MaskScale  1 1 // 1 1
	MaskWeight  0.6
	AlphaMask 0 //Optional flag indicating to use the ALPHA channel
	             // of the Mask texture instead of all 4 channels

	Base2 Gloves_Skin_Roman_Bronze_01_B //Gloves_Skin_Roman_Bronze_01_B.tga
	Base2Scroll 0 0 // 0 0
	Base2ScrollType  Normal //Normal
	Base2Scale  1 1 // 1 1

	Multiply2 shader_reflect_window_07 //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
	Multiply2Scroll 0 0 // 0 0
	Multiply2ScrollType  Normal //Normal
	Multiply2Scale  0.35 0.65
	Multiply2Reflect 1 // Optional flag indicating this is a spheremap

	DualColor2 Gloves_Skin_Roman_Bronze_01_MK //Gloves_Skin_Roman_Bronze_01_MK.tga
	DualColor2Scroll 0 0 // 0 0
	DualColor2ScrollType  Normal //Normal
	DualColor2Scale  1 1 // 1 1

	BumpMap2 Gloves_Skin_Roman_Bronze_01_NM //Gloves_Skin_Roman_Bronze_01_NM.tga
	BumpMap2Scroll 0 0 // 0 0
	BumpMap2ScrollType  Normal //Normal
	BumpMap2Scale  1 1 // 1 1

	// CubeMap  //
	// ReflectivityBase 1
	// ReflectivityScale 1
	// ReflectivityPower 1
	reflectionTint 0
	ReflectionDesaturate 0

	SpecularColor1 255 250 125
	SpecularColor2 255 250 125 // BLACK means inherit color from SpecularColor1
	SpecularExponent1 8.0
	SpecularExponent2 8

	DiffuseScale 2
	AmbientScale 1

	Flags None  // NoRandomAddGlow FullBright AlwaysAddGlow OldTint
	AlphaWater 0
	MinAddGlow 0
	MaxAddGlow 1

	Color3 0 0 0 // Color tint for DualColor2, black inherits from colors 1 and 2
	Color4 0 0 0

	Fallback
		UseFallback 0
		Base none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_B.tga
		BumpMap none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_NM.tga
		Blend none //
		BlendType Multiply
		ScaleST0 1.0 1.0
		ScaleST1 1.0 1.0
		DiffuseScale 1.0
		AmbientScale 1.0
	End
End

Texture X_Boot_Roman_Bronze_01
	Base1 Boot_Roman_Bronze_01_B //Boot_Roman_Bronze_01_B.tga
	Base1Scroll 0 0 // 0 0
	Base1ScrollType  Normal //Normal
	Base1Scale  1 1 // 1 1

	Multiply1 none //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
	Multiply1Scroll 0 0 // 0 0
	Multiply1ScrollType  Normal //Normal
	Multiply1Scale  1 1 // 0.35 0.65
	Multiply1Reflect 0 // Optional flag indicating this is a spheremap

	DualColor1 Boot_Skin_Roman_Bronze_01_MK //Boot_Skin_Roman_Bronze_01_MK.tga
	DualColor1Scroll 0 0 // 0 0
	DualColor1ScrollType  Normal //Normal
	DualColor1Scale  1 1 // 1 1

	BumpMap1 Boot_Roman_Bronze_01_NM //Boot_Roman_Bronze_01_NM.tga
	BumpMap1Scroll 0 0 // 0 0
	BumpMap1ScrollType  Normal //Normal
	BumpMap1Scale  1 1 // 1 1

	AddGlow1 none //
	AddGlow1Scroll 0 0 // 0 0
	AddGlow1ScrollType  Normal //Normal
	AddGlow1Scale  1 1 // 1 1
	AddGlowMat2  0 //<- applies the addglow effect to the second material instead of the first material
	AddGlowTint 0

	Mask Boot_Skin_Roman_Bronze_01_MK //Boot_Skin_Roman_Bronze_01_MK.tga
	MaskScroll 0 0 // 0 0
	MaskScrollType  Normal //Normal
	MaskScale  1 1 // 1 1
	MaskWeight  0.6
	AlphaMask 0 //Optional flag indicating to use the ALPHA channel
	             // of the Mask texture instead of all 4 channels

	Base2 Boot_Roman_Bronze_01_B //Boot_Roman_Bronze_01_B.tga
	Base2Scroll 0 0 // 0 0
	Base2ScrollType  Normal //Normal
	Base2Scale  1 1 // 1 1

	Multiply2 shader_reflect_window_07 //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
	Multiply2Scroll 0 0 // 0 0
	Multiply2ScrollType  Normal //Normal
	Multiply2Scale  0.35 0.65
	Multiply2Reflect 1 // Optional flag indicating this is a spheremap

	DualColor2 Boot_Skin_Roman_Bronze_01_MK //Boot_Skin_Roman_Bronze_01_MK.tga
	DualColor2Scroll 0 0 // 0 0
	DualColor2ScrollType  Normal //Normal
	DualColor2Scale  1 1 // 1 1

	BumpMap2 Boot_Roman_Bronze_01_NM //Boot_Roman_Bronze_01_NM.tga
	BumpMap2Scroll 0 0 // 0 0
	BumpMap2ScrollType  Normal //Normal
	BumpMap2Scale  1 1 // 1 1

	// CubeMap  //
	// ReflectivityBase 1
	// ReflectivityScale 1
	// ReflectivityPower 1
	reflectionTint 0
	ReflectionDesaturate 0

	SpecularColor1 255 250 125
	SpecularColor2 255 250 125 // BLACK means inherit color from SpecularColor1
	SpecularExponent1 8.0
	SpecularExponent2 8

	DiffuseScale 2
	AmbientScale 1

	Flags None  // NoRandomAddGlow FullBright AlwaysAddGlow OldTint
	AlphaWater 0
	MinAddGlow 0
	MaxAddGlow 1

	Color3 0 0 0 // Color tint for DualColor2, black inherits from colors 1 and 2
	Color4 0 0 0

	Fallback
		UseFallback 0
		Base none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_B.tga
		BumpMap none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_NM.tga
		Blend none //
		BlendType Multiply
		ScaleST0 1.0 1.0
		ScaleST1 1.0 1.0
		DiffuseScale 1.0
		AmbientScale 1.0
	End
End

Texture X_Emblem_Strap_Bronze_01
	Base1 Emblem_Strap_Bronze_01_B //Texture_Library\N_ENEMIES\N_Pandora_01\Emblem_Strap_Bronze_01_B.tga
	Base1Scroll 0 0 // 0 0
	Base1ScrollType  Normal //Normal
	Base1Scale  1 1 // 1 1

	Multiply1 none //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
	Multiply1Scroll 0 0 // 0 0
	Multiply1ScrollType  Normal //Normal
	Multiply1Scale  1 1 // 0.35 0.65
	Multiply1Reflect 0 // Optional flag indicating this is a spheremap

	DualColor1 Emblem_Strap_Bronze_01_MK //Emblem_Strap_Bronze_01_MK.tga
	DualColor1Scroll 0 0 // 0 0
	DualColor1ScrollType  Normal //Normal
	DualColor1Scale  1 1 // 1 1

	BumpMap1 Emblem_Strap_Bronze_01_NM //Emblem_Strap_Bronze_01_NM.tga
	BumpMap1Scroll 0 0 // 0 0
	BumpMap1ScrollType  Normal //Normal
	BumpMap1Scale  1 1 // 1 1

	AddGlow1 none //
	AddGlow1Scroll 0 0 // 0 0
	AddGlow1ScrollType  Normal //Normal
	AddGlow1Scale  1 1 // 1 1
	AddGlowMat2  0 //<- applies the addglow effect to the second material instead of the first material
	AddGlowTint 0

	Mask black //Texture_Library\WORLD\Filler\black.tga
	MaskScroll 0 0 // 0 0
	MaskScrollType  Normal //Normal
	MaskScale  1 1 // 1 1
	MaskWeight  0.6
	AlphaMask 0 //Optional flag indicating to use the ALPHA channel
	             // of the Mask texture instead of all 4 channels

	Base2 Emblem_Strap_Bronze_01_B //Texture_Library\N_ENEMIES\N_Pandora_01\Emblem_Strap_Bronze_01_B.tga
	Base2Scroll 0 0 // 0 0
	Base2ScrollType  Normal //Normal
	Base2Scale  1 1 // 1 1

	Multiply2 shader_reflect_window_07 //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
	Multiply2Scroll 0 0 // 0 0
	Multiply2ScrollType  Normal //Normal
	Multiply2Scale  0.65 0.65
	Multiply2Reflect 1 // Optional flag indicating this is a spheremap

	DualColor2 Emblem_Strap_Bronze_01_MK //Emblem_Strap_Bronze_01_MK.tga
	DualColor2Scroll 0 0 // 0 0
	DualColor2ScrollType  Normal //Normal
	DualColor2Scale  1 1 // 1 1

	BumpMap2 Emblem_Strap_Bronze_01_NM //Emblem_Strap_Bronze_01_NM.tga
	BumpMap2Scroll 0 0 // 0 0
	BumpMap2ScrollType  Normal //Normal
	BumpMap2Scale  1 1 // 1 1

	// CubeMap  //
	// ReflectivityBase 1
	// ReflectivityScale 1
	// ReflectivityPower 1
	reflectionTint 0
	ReflectionDesaturate 0

	SpecularColor1 255 250 125
	SpecularColor2 255 250 125 // BLACK means inherit color from SpecularColor1
	SpecularExponent1 8.0
	SpecularExponent2 8

	DiffuseScale 2
	AmbientScale 1

	Flags None  // NoRandomAddGlow FullBright AlwaysAddGlow OldTint
	AlphaWater 0
	MinAddGlow 0
	MaxAddGlow 1

	Color3 0 0 0 // Color tint for DualColor2, black inherits from colors 1 and 2
	Color4 0 0 0

	Fallback
		UseFallback 0
		Base none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_B.tga
		BumpMap none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_NM.tga
		Blend none //
		BlendType Multiply
		ScaleST0 1.0 1.0
		ScaleST1 1.0 1.0
		DiffuseScale 1.0
		AmbientScale 1.0
	End
End

Texture X_SPad_Gladiator_Bronze_01
	Base1 SPad_Gladiator_Bronze_01_B //SPad_Gladiator_Bronze_01_B.tga
	Base1Scroll 0 0 // 0 0
	Base1ScrollType  Normal //Normal
	Base1Scale  1 1 // 1 1

	Multiply1 none //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
	Multiply1Scroll 0 0 // 0 0
	Multiply1ScrollType  Normal //Normal
	Multiply1Scale  1 1 // 0.35 0.65
	Multiply1Reflect 0 // Optional flag indicating this is a spheremap

	DualColor1 none //
	DualColor1Scroll 0 0 // 0 0
	DualColor1ScrollType  Normal //Normal
	DualColor1Scale  1 1 // 1 1

	BumpMap1 Spad_Gladiator_Bronze_01_NM //Spad_Gladiator_Bronze_01_NM.tga
	BumpMap1Scroll 0 0 // 0 0
	BumpMap1ScrollType  Normal //Normal
	BumpMap1Scale  1 1 // 1 1

	AddGlow1 none //
	AddGlow1Scroll 0 0 // 0 0
	AddGlow1ScrollType  Normal //Normal
	AddGlow1Scale  1 1 // 1 1
	AddGlowMat2  0 //<- applies the addglow effect to the second material instead of the first material
	AddGlowTint 0

	Mask black //Texture_Library\WORLD\Filler\black.tga
	MaskScroll 0 0 // 0 0
	MaskScrollType  Normal //Normal
	MaskScale  1 1 // 1 1
	MaskWeight  0.6
	AlphaMask 0 //Optional flag indicating to use the ALPHA channel
	             // of the Mask texture instead of all 4 channels

	Base2 SPad_Gladiator_Bronze_01_B //SPad_Gladiator_Bronze_01_B.tga
	Base2Scroll 0 0 // 0 0
	Base2ScrollType  Normal //Normal
	Base2Scale  1 1 // 1 1

	Multiply2 shader_reflect_window_07 //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
	Multiply2Scroll 0 0 // 0 0
	Multiply2ScrollType  Normal //Normal
	Multiply2Scale  0.5 0.5
	Multiply2Reflect 1 // Optional flag indicating this is a spheremap

	DualColor2 none //
	DualColor2Scroll 0 0 // 0 0
	DualColor2ScrollType  Normal //Normal
	DualColor2Scale  1 1 // 1 1

	BumpMap2 Spad_Gladiator_Bronze_01_NM //Spad_Gladiator_Bronze_01_NM.tga
	BumpMap2Scroll 0 0 // 0 0
	BumpMap2ScrollType  Normal //Normal
	BumpMap2Scale  1 1 // 1 1

	// CubeMap  //
	// ReflectivityBase 1
	// ReflectivityScale 1
	// ReflectivityPower 1
	reflectionTint 0
	ReflectionDesaturate 0

	SpecularColor1 255 250 125
	SpecularColor2 255 250 125 // BLACK means inherit color from SpecularColor1
	SpecularExponent1 8.0
	SpecularExponent2 8

	DiffuseScale 2
	AmbientScale 1

	Flags None  // NoRandomAddGlow FullBright AlwaysAddGlow OldTint
	AlphaWater 0
	MinAddGlow 0
	MaxAddGlow 1

	Color3 0 0 0 // Color tint for DualColor2, black inherits from colors 1 and 2
	Color4 0 0 0

	Fallback
		UseFallback 0
		Base none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_B.tga
		BumpMap none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_NM.tga
		Blend none //
		BlendType Multiply
		ScaleST0 1.0 1.0
		ScaleST1 1.0 1.0
		DiffuseScale 1.0
		AmbientScale 1.0
	End
End

Texture X_Huge_Broadsword_Romulus_Bronze_01
	Base1 WepR_Roman_Sword_02 //texture_library\ITEMS\Weapons\WepR_Roman_Sword_02.tga
	Base1Scroll 0 0 // 0 0
	Base1ScrollType  Normal //Normal
	Base1Scale  1 1 // 1 1

	Multiply1 shader_reflect_window_07 //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
	Multiply1Scroll 0 0 // 0 0
	Multiply1ScrollType  Normal //Normal
	Multiply1Scale  3 3
	Multiply1Reflect 1 // Optional flag indicating this is a spheremap

	DualColor1 none //
	DualColor1Scroll 0 0 // 0 0
	DualColor1ScrollType  Normal //Normal
	DualColor1Scale  1 1 // 1 1

	BumpMap1 WepR_Roman_Sword_02_Bump //texture_library\ITEMS\Weapons\WepR_Roman_Sword_02_Bump.tga
	BumpMap1Scroll 0 0 // 0 0
	BumpMap1ScrollType  Normal //Normal
	BumpMap1Scale  1 1 // 1 1

	AddGlow1 none //
	AddGlow1Scroll 0 0 // 0 0
	AddGlow1ScrollType  Normal //Normal
	AddGlow1Scale  1 1 // 1 1
	AddGlowMat2  0 //<- applies the addglow effect to the second material instead of the first material
	AddGlowTint 0

	Mask black //Texture_Library\WORLD\Filler\black.tga
	MaskScroll 0 0 // 0 0
	MaskScrollType  Normal //Normal
	MaskScale  1 1 // 1 1
	MaskWeight  0.6
	AlphaMask 0 //Optional flag indicating to use the ALPHA channel
	             // of the Mask texture instead of all 4 channels

	Base2 WepR_Roman_Sword_02 //texture_library\ITEMS\Weapons\WepR_Roman_Sword_02.tga
	Base2Scroll 0 0 // 0 0
	Base2ScrollType  Normal //Normal
	Base2Scale  1 1 // 1 1

	Multiply2 shader_reflect_window_07 //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
	Multiply2Scroll 0 0 // 0 0
	Multiply2ScrollType  Normal //Normal
	Multiply2Scale  0.15 0.8
	Multiply2Reflect 1 // Optional flag indicating this is a spheremap

	DualColor2 none //
	DualColor2Scroll 0 0 // 0 0
	DualColor2ScrollType  Normal //Normal
	DualColor2Scale  1 1 // 1 1

	BumpMap2 WepR_Roman_Sword_02_Bump //texture_library\ITEMS\Weapons\WepR_Roman_Sword_02_Bump.tga
	BumpMap2Scroll 0 0 // 0 0
	BumpMap2ScrollType  Normal //Normal
	BumpMap2Scale  1 1 // 1 1

	// CubeMap  //
	// ReflectivityBase 1
	// ReflectivityScale 1
	// ReflectivityPower 1
	reflectionTint 0
	ReflectionDesaturate 0

	SpecularColor1 255 250 125
	SpecularColor2 255 250 125 // BLACK means inherit color from SpecularColor1
	SpecularExponent1 6
	SpecularExponent2 6

	DiffuseScale 2
	AmbientScale 1

	Flags None  // NoRandomAddGlow FullBright AlwaysAddGlow OldTint
	AlphaWater 0
	MinAddGlow 0
	MaxAddGlow 1

	Color3 0 0 0 // Color tint for DualColor2, black inherits from colors 1 and 2
	Color4 0 0 0

	Fallback
		UseFallback 0
		Base none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_B.tga
		BumpMap none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_NM.tga
		Blend none //
		BlendType Multiply
		ScaleST0 1.0 1.0
		ScaleST1 1.0 1.0
		DiffuseScale 1.0
		AmbientScale 1.0
	End
End

#Texture X_Chest_MedBronze_Skin_Bare_01
#	Base1 Chest_Bronze_Skin_Bare_Slim_01_B //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_B.tga
#	Base1Scroll 0 0 // 0 0
#	Base1ScrollType  Normal //Normal
#	Base1Scale  1 1 // 1 1
#
#	Multiply1 shader_reflect_window_07 //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
#	Multiply1Scroll 0 0 // 0 0
#	Multiply1ScrollType  Normal //Normal
#	Multiply1Scale  1 1 // 0.35 0.65
#	Multiply1Reflect 1 // Optional flag indicating this is a spheremap
#
#	DualColor1 none //
#	DualColor1Scroll 0 0 // 0 0
#	DualColor1ScrollType  Normal //Normal
#	DualColor1Scale  1 1 // 1 1
#
#	BumpMap1 Chest_Bronze_Skin_Bare_Slim_01_NM //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_NM.tga
#	BumpMap1Scroll 0 0 // 0 0
#	BumpMap1ScrollType  Normal //Normal
#	BumpMap1Scale  1 1 // 1 1
#
#	AddGlow1 none //
#	AddGlow1Scroll 0 0 // 0 0
#	AddGlow1ScrollType  Normal //Normal
#	AddGlow1Scale  1 1 // 1 1
#	AddGlowMat2  0 //<- applies the addglow effect to the second material instead of the first material
#	AddGlowTint 0
#
#	Mask Chest_OldBronze_Skin_Bare_Slim_01_MK //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_OldBronze_Skin_Bare_Slim_01_MK.tga
#	MaskScroll 0 0 // 0 0
#	MaskScrollType  Normal //Normal
#	MaskScale  1 1 // 1 1
#	MaskWeight  0.6
#	AlphaMask 0 //Optional flag indicating to use the ALPHA channel
#	             // of the Mask texture instead of all 4 channels
#
#	Base2 Chest_OldBronze_Skin_Bare_Slim_01_B //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_OldBronze_Skin_Bare_Slim_01_B.tga
#	Base2Scroll 0 0 // 0 0
#	Base2ScrollType  Normal //Normal
#	Base2Scale  1 1 // 1 1
#
#	Multiply2 none //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
#	Multiply2Scroll 0 0 // 0 0
#	Multiply2ScrollType  Normal //Normal
#	Multiply2Scale  0.35 0.65
#	Multiply2Reflect 0 // Optional flag indicating this is a spheremap
#
#	DualColor2 none //
#	DualColor2Scroll 0 0 // 0 0
#	DualColor2ScrollType  Normal //Normal
#	DualColor2Scale  1 1 // 1 1
#
#	BumpMap2 Chest_Bronze_Skin_Bare_Slim_01_NM //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_NM.tga
#	BumpMap2Scroll 0 0 // 0 0
#	BumpMap2ScrollType  Normal //Normal
#	BumpMap2Scale  1 1 // 1 1
#
#	// CubeMap  //
#	// ReflectivityBase 1
#	// ReflectivityScale 1
#	// ReflectivityPower 1
#	reflectionTint 0
#	ReflectionDesaturate 0
#
#	SpecularColor1 255 250 125
#	SpecularColor2 96 96 96 // BLACK means inherit color from SpecularColor1
#	SpecularExponent1 8.0
#	SpecularExponent2 4
#
#	DiffuseScale 1
#	AmbientScale 2
#
#	Flags None  // NoRandomAddGlow FullBright AlwaysAddGlow OldTint
#	AlphaWater 0
#	MinAddGlow 0
#	MaxAddGlow 1
#
#	Color3 0 0 0 // Color tint for DualColor2, black inherits from colors 1 and 2
#	Color4 0 0 0
#
#	Fallback
#		UseFallback 0
#		Base none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_B.tga
#		BumpMap none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_NM.tga
#		Blend none //
#		BlendType Multiply
#		ScaleST0 1.0 1.0
#		ScaleST1 1.0 1.0
#		DiffuseScale 1.0
#		AmbientScale 1.0
#	End
#End
#
#Texture X_Chest_OldBronze_Skin_Bare_01
#	Base1 Chest_OldBronze_Skin_Bare_Slim_01_B //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_OldBronze_Skin_Bare_Slim_01_B.tga
#	Base1Scroll 0 0 // 0 0
#	Base1ScrollType  Normal //Normal
#	Base1Scale  1 1 // 1 1
#
#	Multiply1 none //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
#	Multiply1Scroll 0 0 // 0 0
#	Multiply1ScrollType  Normal //Normal
#	Multiply1Scale  1 1 // 0.35 0.65
#	Multiply1Reflect 0 // Optional flag indicating this is a spheremap
#
#	DualColor1 none //
#	DualColor1Scroll 0 0 // 0 0
#	DualColor1ScrollType  Normal //Normal
#	DualColor1Scale  1 1 // 1 1
#
#	BumpMap1 Chest_Bronze_Skin_Bare_Slim_01_NM //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_NM.tga
#	BumpMap1Scroll 0 0 // 0 0
#	BumpMap1ScrollType  Normal //Normal
#	BumpMap1Scale  1 1 // 1 1
#
#	AddGlow1 none //
#	AddGlow1Scroll 0 0 // 0 0
#	AddGlow1ScrollType  Normal //Normal
#	AddGlow1Scale  1 1 // 1 1
#	AddGlowMat2  0 //<- applies the addglow effect to the second material instead of the first material
#	AddGlowTint 0
#
#	Mask none //
#	MaskScroll 0 0 // 0 0
#	MaskScrollType  Normal //Normal
#	MaskScale  1 1 // 1 1
#	MaskWeight  0
#	AlphaMask 0 //Optional flag indicating to use the ALPHA channel
#	             // of the Mask texture instead of all 4 channels
#
#	Base2 none //
#	Base2Scroll 0 0 // 0 0
#	Base2ScrollType  Normal //Normal
#	Base2Scale  1 1 // 1 1
#
#	Multiply2 none //
#	Multiply2Scroll 0 0 // 0 0
#	Multiply2ScrollType  Normal //Normal
#	Multiply2Scale  1 1 // 1 1
#	Multiply2Reflect 0 // Optional flag indicating this is a spheremap
#
#	DualColor2 none //
#	DualColor2Scroll 0 0 // 0 0
#	DualColor2ScrollType  Normal //Normal
#	DualColor2Scale  1 1 // 1 1
#
#	BumpMap2 none //
#	BumpMap2Scroll 0 0 // 0 0
#	BumpMap2ScrollType  Normal //Normal
#	BumpMap2Scale  1 1 // 1 1
#
#	// CubeMap  //
#	// ReflectivityBase 1
#	// ReflectivityScale 1
#	// ReflectivityPower 1
#	reflectionTint 0
#	ReflectionDesaturate 0
#
#	SpecularColor1 82 82 82
#	SpecularColor2 82 82 82 // BLACK means inherit color from SpecularColor1
#	SpecularExponent1 10
#	SpecularExponent2 10
#
#	DiffuseScale 2
#	AmbientScale 1
#
#	Flags None  // NoRandomAddGlow FullBright AlwaysAddGlow OldTint
#	AlphaWater 0
#	MinAddGlow 0
#	MaxAddGlow 1
#
#	Color3 0 0 0 // Color tint for DualColor2, black inherits from colors 1 and 2
#	Color4 0 0 0
#
#	Fallback
#		UseFallback 0
#		Base none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_B.tga
#		BumpMap none //Texture_Library\N_ENEMIES\N_Pandora_01\Chest_Bronze_Skin_Bare_Slim_01_NM.tga
#		Blend none //
#		BlendType Multiply
#		ScaleST0 1.0 1.0
#		ScaleST1 1.0 1.0
#		DiffuseScale 1.0
#		AmbientScale 1.0
#	End
#End
#
#Texture X_Hips_OldBronze_Skin_Bare_01
#	Base1 Hips_OldBronze_Skin_Bare_01_B //Texture_Library\N_ENEMIES\N_Pandora_01\Hips_OldBronze_Skin_Bare_01_B.tga
#	Base1Scroll 0 0 // 0 0
#	Base1ScrollType  Normal //Normal
#	Base1Scale  1 1 // 1 1
#
#	Multiply1 none //Texture_Library\FX\Shaders\shader_reflect_window_07.tga
#	Multiply1Scroll 0 0 // 0 0
#	Multiply1ScrollType  Normal //Normal
#	Multiply1Scale  1 1 // 0.35 0.65
#	Multiply1Reflect 0 // Optional flag indicating this is a spheremap
#
#	DualColor1 none //
#	DualColor1Scroll 0 0 // 0 0
#	DualColor1ScrollType  Normal //Normal
#	DualColor1Scale  1 1 // 1 1
#
#	BumpMap1 Hips_Bronze_Skin_Bare_01_NM //Texture_Library\N_ENEMIES\N_Pandora_01\Hips_Bronze_Skin_Bare_01_NM.tga
#	BumpMap1Scroll 0 0 // 0 0
#	BumpMap1ScrollType  Normal //Normal
#	BumpMap1Scale  1 1 // 1 1
#
#	AddGlow1 none //
#	AddGlow1Scroll 0 0 // 0 0
#	AddGlow1ScrollType  Normal //Normal
#	AddGlow1Scale  1 1 // 1 1
#	AddGlowMat2  0 //<- applies the addglow effect to the second material instead of the first material
#	AddGlowTint 0
#
#	Mask none //
#	MaskScroll 0 0 // 0 0
#	MaskScrollType  Normal //Normal
#	MaskScale  1 1 // 1 1
#	MaskWeight  0
#	AlphaMask 0 //Optional flag indicating to use the ALPHA channel
#	             // of the Mask texture instead of all 4 channels
#
#	Base2 none //
#	Base2Scroll 0 0 // 0 0
#	Base2ScrollType  Normal //Normal
#	Base2Scale  1 1 // 1 1
#
#	Multiply2 none //
#	Multiply2Scroll 0 0 // 0 0
#	Multiply2ScrollType  Normal //Normal
#	Multiply2Scale  1 1 // 1 1
#	Multiply2Reflect 0 // Optional flag indicating this is a spheremap
#
#	DualColor2 none //
#	DualColor2Scroll 0 0 // 0 0
#	DualColor2ScrollType  Normal //Normal
#	DualColor2Scale  1 1 // 1 1
#
#	BumpMap2 none //
#	BumpMap2Scroll 0 0 // 0 0
#	BumpMap2ScrollType  Normal //Normal
#	BumpMap2Scale  1 1 // 1 1
#
#	// CubeMap  //
#	// ReflectivityBase 1
#	// ReflectivityScale 1
#	// ReflectivityPower 1
#	reflectionTint 0
#	ReflectionDesaturate 0
#
#	SpecularColor1 82 82 82
#	SpecularColor2 82 82 82 // BLACK means inherit color from SpecularColor1
#	SpecularExponent1 10
#	SpecularExponent2 10
#
#	DiffuseScale 2
#	AmbientScale 1
#
#	Flags None  // NoRandomAddGlow FullBright AlwaysAddGlow OldTint
#	AlphaWater 0
#	MinAddGlow 0
#	MaxAddGlow 1
#
#	Color3 0 0 0 // Color tint for DualColor2, black inherits from colors 1 and 2
#	Color4 0 0 0
#
#	Fallback
#		UseFallback 0
