Version 2
RootMod _city_01_01_dummyobj 
End 

Def _ES_L1_3_Around_City_01_01 
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Property CanSpawn1 SpawnDefs/City_01_01/BreakingIn_Thugs_L2_5_V0.spawndef 0 
	Property CanSpawn1 SpawnDefs/City_01_01/BreakingIn_Thugs_L2_5_V1.spawndef 0 
End 

Def _ES_L2_5_AroundDoor_City_01_01 
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Rot 0.000000 -1.570797 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_30 
	Rot 0.000000 2.094395 0.000000 
	Pos 3.500000 0.000000 -1.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_31 
	Rot 0.000000 0.872664 0.000000 
	Pos 4.000000 0.000000 2.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_07 
	Pos 3.500000 0.000000 -7.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_03 
	Pos 6.500000 0.000000 -5.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_06 
	Rot 0.000000 -0.523599 0.000000 
	Pos 10.500000 0.000000 -4.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_01 
	Rot 0.000000 1.745329 0.000000 
	Pos 8.500000 0.000000 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_09 
	Rot 0.000000 -1.745329 0.000000 
	Pos 12.500000 0.000000 0.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_02 
	Rot 0.000000 -2.617994 0.000000 
	Pos 9.500000 0.000000 4.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_05 
	Rot 0.000000 -2.792527 0.000000 
	Pos 9.500000 0.000000 8.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_04 
	Rot 0.000000 0.349066 0.000000 
	Pos 5.500000 0.000000 7.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_08 
	Rot 0.000000 -3.141592 0.000000 
	Pos 4.000000 0.000000 11.500000 
	End
	Property EncounterSpawn AroundDoor 0 
	Property CanSpawn1 SpawnDefs/City_01_01/BreakingIn_Thugs_L2_5_V0.spawndef 0 
	Property CanSpawn1 SpawnDefs/City_01_01/BreakingIn_Thugs_L2_5_V1.spawndef 0 
End 

Def _ES_L6_9_AroundDoor_City_01_01 
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Rot 0.000000 -1.570797 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_30 
	Rot 0.000000 2.094395 0.000000 
	Pos 3.500000 0.000000 -1.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_31 
	Rot 0.000000 0.872664 0.000000 
	Pos 4.000000 0.000000 2.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_07 
	Pos 3.500000 0.000000 -7.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_03 
	Pos 6.500000 0.000000 -5.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_06 
	Rot 0.000000 -0.523599 0.000000 
	Pos 10.500000 0.000000 -4.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_01 
	Rot 0.000000 1.745329 0.000000 
	Pos 8.500000 0.000000 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_09 
	Rot 0.000000 -1.745329 0.000000 
	Pos 12.500000 0.000000 0.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_02 
	Rot 0.000000 -2.617994 0.000000 
	Pos 9.500000 0.000000 4.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_05 
	Rot 0.000000 -2.792527 0.000000 
	Pos 9.500000 0.000000 8.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_04 
	Rot 0.000000 0.349066 0.000000 
	Pos 5.500000 0.000000 7.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_08 
	Rot 0.000000 -3.141592 0.000000 
	Pos 4.000000 0.000000 11.500000 
	End
	Property EncounterSpawn AroundDoor 0 
	Property CanSpawn1 SpawnDefs/City_01_01/BreakingIn_Thugs_L6_9_V0.spawndef 0 
	Property CanSpawn1 SpawnDefs/City_01_01/BreakingIn_Thugs_L6_9_V1.spawndef 0 
End 

Def _ES_L1_3_Ambush_City_01_01 
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Ambush_BaseType_1& 
	Pos 11.000000 0.000000 -0.500006 
	End
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Ambush_BaseType_2& 
	Pos 9.500000 0.000000 -11.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Rot 0.000000 2.443460 0.000000 
	Pos 6.499992 0.000000 -7.499998 
	End
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Ambush_BaseType_3& 
	Pos -1.000000 0.000000 -10.500000 
	End
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Ambush_BaseType_4& 
	End
	Property EncounterSpawn Ambush 0 
	Property CanSpawn1 SpawnDefs/City_01_01/Ambush_Thugs_L1_3.spawndef 0 
End 

Def _ES_Rikti_Ambush_City_01_01 
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Ambush_BaseType_1& 
	Pos 11.000000 0.000000 -0.500006 
	End
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Ambush_BaseType_2& 
	Pos 9.500000 0.000000 -11.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Rot 0.000000 2.443460 0.000000 
	Pos 6.499992 0.000000 -7.499998 
	End
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Ambush_BaseType_3& 
	Pos -1.000000 0.000000 -10.500000 
	End
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Ambush_BaseType_4& 
	End
	Property EncounterSpawn Ambush 0 
	Property CanSpawn1 SpawnDefs/City_01_01/Invasion_Rikti_L1_3.spawndef 0 
End 

Def _ES_L1_3_PurseSnatch_City_01_01 
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Rot 0.000000 -1.047198 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_V_41 
	Rot 0.000000 -1.047198 0.000000 
	Pos 0.500000 0.000000 4.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_05 
	Rot 0.000000 0.872665 0.000000 
	Pos 5.500000 0.000000 6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_31 
	Rot 0.000000 1.396263 0.000000 
	Pos 4.500000 0.000000 2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_30 
	Rot 0.000000 2.094395 0.000000 
	Pos 3.500000 0.000000 -2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_03 
	Rot 0.000000 -1.047198 0.000000 
	Pos -8.500000 0.000000 4.500000 
	End
	Property EncounterSpawn Snatch 0 
	Property CanSpawn1 SpawnDefs/City_01_01/PurseSnatch_Thugs_L1_3_V0.spawndef 0 
End 


Def _ES_L4_7_PurseSnatch_City_01_01 
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Rot 0.000000 -1.047198 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_V_41 
	Rot 0.000000 -1.047198 0.000000 
	Pos 0.500000 0.000000 4.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_05 
	Rot 0.000000 0.872665 0.000000 
	Pos 5.500000 0.000000 6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_31 
	Rot 0.000000 1.396263 0.000000 
	Pos 4.500000 0.000000 2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_30 
	Rot 0.000000 2.094395 0.000000 
	Pos 3.500000 0.000000 -2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_03 
	Rot 0.000000 -1.047198 0.000000 
	Pos -8.500000 0.000000 4.500000 
	End
	Property EncounterSpawn Snatch 0 
	Property CanSpawn1 SpawnDefs/City_01_01/PurseSnatch_Thugs_L4_7_V0.spawndef 0 
End 

Def _ES_L8_10_PurseSnatch_City_01_01 
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Rot 0.000000 -1.047198 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_V_41 
	Rot 0.000000 -1.047198 0.000000 
	Pos 0.500000 0.000000 4.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_05 
	Rot 0.000000 0.872665 0.000000 
	Pos 5.500000 0.000000 6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_31 
	Rot 0.000000 1.396263 0.000000 
	Pos 4.500000 0.000000 2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_30 
	Rot 0.000000 2.094395 0.000000 
	Pos 3.500000 0.000000 -2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_03 
	Rot 0.000000 -1.047198 0.000000 
	Pos -8.500000 0.000000 4.500000 
	End
	Property EncounterSpawn Snatch 0 
	Property CanSpawn1 SpawnDefs/City_01_01/PurseSnatch_Thugs_L8_10_V0.spawndef 0 
End 
Def _ES_Vahzilok_D1_Around_City_01_01 
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Rot 0.000000 -1.047198 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_V_42 
	Rot 0.000000 0.523598 0.000000 
	Pos -2.500000 0.000000 2.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_V_41 
	Rot 0.000000 -1.047198 0.000000 
	Pos 0.500000 0.000000 4.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_06 
	Rot 0.000000 -0.523599 0.000000 
	Pos 0.000000 0.000000 10.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_05 
	Rot 0.000000 0.872665 0.000000 
	Pos 5.500000 0.000000 6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_31 
	Rot 0.000000 1.396263 0.000000 
	Pos 4.500000 0.000000 2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_30 
	Rot 0.000000 2.094395 0.000000 
	Pos 3.500000 0.000000 -2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_02 
	Rot 0.000000 1.745329 0.000000 
	Pos 8.500000 0.000000 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_01 
	Rot 0.000000 2.443461 0.000000 
	Pos 3.500000 0.000000 -6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_08 
	Rot 0.000000 -2.967060 0.000000 
	Pos -2.000000 0.000000 -6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_32 
	Rot 0.000000 -2.443461 0.000000 
	Pos -4.500000 0.000000 -1.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_07 
	Rot 0.000000 -2.268928 0.000000 
	Pos -7.000000 0.000000 -4.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_03 
	Rot 0.000000 -1.047198 0.000000 
	Pos -8.500000 0.000000 4.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_04 
	Rot 0.000000 -1.221731 0.000000 
	Pos -5.500000 0.000000 8.000000 
	End
	Property	"EncounterSpawn"	"Around"	0
	Property	"CanSpawn1"	"SpawnDefs/City_01_01/Loiter_Vahzilok_D1_V0.spawndef"	0
	Property	"CanSpawn2"	"SpawnDefs/City_01_01/Loiter_Vahzilok_D1_V1.spawndef"	0
	Property	"CanSpawn3"	"SpawnDefs/City_01_01/Loiter_Vahzilok_D1_V2.spawndef"	0	
End 

Def _ES_Vahzilok_D5_Around_City_01_01 
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Rot 0.000000 -1.047198 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_V_42 
	Rot 0.000000 0.523598 0.000000 
	Pos -2.500000 0.000000 2.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_V_41 
	Rot 0.000000 -1.047198 0.000000 
	Pos 0.500000 0.000000 4.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_06 
	Rot 0.000000 -0.523599 0.000000 
	Pos 0.000000 0.000000 10.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_05 
	Rot 0.000000 0.872665 0.000000 
	Pos 5.500000 0.000000 6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_31 
	Rot 0.000000 1.396263 0.000000 
	Pos 4.500000 0.000000 2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_30 
	Rot 0.000000 2.094395 0.000000 
	Pos 3.500000 0.000000 -2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_02 
	Rot 0.000000 1.745329 0.000000 
	Pos 8.500000 0.000000 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_01 
	Rot 0.000000 2.443461 0.000000 
	Pos 3.500000 0.000000 -6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_08 
	Rot 0.000000 -2.967060 0.000000 
	Pos -2.000000 0.000000 -6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_32 
	Rot 0.000000 -2.443461 0.000000 
	Pos -4.500000 0.000000 -1.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_07 
	Rot 0.000000 -2.268928 0.000000 
	Pos -7.000000 0.000000 -4.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_03 
	Rot 0.000000 -1.047198 0.000000 
	Pos -8.500000 0.000000 4.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_04 
	Rot 0.000000 -1.221731 0.000000 
	Pos -5.500000 0.000000 8.000000 
	End
	Property	"EncounterSpawn"	"Around"	0
	Property	"CanSpawn1"	"SpawnDefs/City_01_01/Loiter_Vahzilok_D5_V0.spawndef"	0
	Property	"CanSpawn2"	"SpawnDefs/City_01_01/Loiter_Vahzilok_D5_V1.spawndef"	0
	Property	"CanSpawn3"	"SpawnDefs/City_01_01/Loiter_Vahzilok_D5_V2.spawndef"	0	
End 

Def _ES_Vahzilok_D10_Around_City_01_01 
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Rot 0.000000 -1.047198 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_V_42 
	Rot 0.000000 0.523598 0.000000 
	Pos -2.500000 0.000000 2.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_V_41 
	Rot 0.000000 -1.047198 0.000000 
	Pos 0.500000 0.000000 4.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_06 
	Rot 0.000000 -0.523599 0.000000 
	Pos 0.000000 0.000000 10.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_05 
	Rot 0.000000 0.872665 0.000000 
	Pos 5.500000 0.000000 6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_31 
	Rot 0.000000 1.396263 0.000000 
	Pos 4.500000 0.000000 2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_30 
	Rot 0.000000 2.094395 0.000000 
	Pos 3.500000 0.000000 -2.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_02 
	Rot 0.000000 1.745329 0.000000 
	Pos 8.500000 0.000000 0.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_01 
	Rot 0.000000 2.443461 0.000000 
	Pos 3.500000 0.000000 -6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_08 
	Rot 0.000000 -2.967060 0.000000 
	Pos -2.000000 0.000000 -6.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_S_32 
	Rot 0.000000 -2.443461 0.000000 
	Pos -4.500000 0.000000 -1.000000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_07 
	Rot 0.000000 -2.268928 0.000000 
	Pos -7.000000 0.000000 -4.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_03 
	Rot 0.000000 -1.047198 0.000000 
	Pos -8.500000 0.000000 4.500000 
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_04 
	Rot 0.000000 -1.221731 0.000000 
	Pos -5.500000 0.000000 8.000000 
	End
Property	"EncounterSpawn"	"Around"	0
	Property	"CanSpawn1"	"SpawnDefs/City_01_01/Loiter_Vahzilok_D10_V0.spawndef"	0
	Property	"CanSpawn2"	"SpawnDefs/City_01_01/Loiter_Vahzilok_D10_V1.spawndef"	0
	Property	"CanSpawn3"	"SpawnDefs/City_01_01/Loiter_Vahzilok_D10_V2.spawndef"	0	
End 


Def EG_L1_3_Around_City_01_01 
	Group _ES_L1_3_Around_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L1_3_Rooftop_City_01_01 
	Group _ES_L1_3_Rooftop_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L4_7_Around_City_01_01 
	Group _ES_L4_7_Around_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L4_7_Rooftop_City_01_01 
	Group _ES_L4_7_Rooftop_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L8_10_Around_City_01_01 
	Group _ES_L8_10_Around_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L8_10_Rooftop_City_01_01 
	Group _ES_L8_10_Rooftop_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EGN_L1_3_Around_City_01_01 
	Group _ES_L1_3_Around_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0  
End 

Def EGN_L4_7_Around_City_01_01 
	Group _ES_L4_7_Around_City_01_01 
	End
	Group _ES_Clockwork_L4_7_Around_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EGN_L8_10_Around_City_01_01 
	Group _ES_L8_10_Around_City_01_01 
	End
	Group _ES_Clockwork_L8_10_Around_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0  
End 

Def EGN_Clockwork_L4_7_Around_City_01_01 
	Group _ES_Clockwork_L4_7_Around_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EGN_Clockwork_L8_10_Around_City_01_01 
	Group _ES_Clockwork_L8_10_Around_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L1_3_AroundVandalism_City_01_01 
	Group _ES_L1_3_AroundVandalism_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L4_7_AroundVandalism_City_01_01 
	Group _ES_L4_7_AroundVandalism_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L8_10_AroundVandalism_City_01_01 
	Group _ES_L8_10_AroundVandalism_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L2_5_AroundDoor_City_01_01 
	Group _ES_L2_5_AroundDoor_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L6_9_AroundDoor_City_01_01 
	Group _ES_L6_9_AroundDoor_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EGN_L2_5_AroundDoor_City_01_01 
	Group _ES_L2_5_AroundDoor_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
	Property EncounterEnableStart 21 0 
	Property EncounterEnableDuration 9 0 
End 

Def EGN_L6_9_AroundDoor_City_01_01 
	Group _ES_L6_9_AroundDoor_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
	Property EncounterEnableStart 21 0 
	Property EncounterEnableDuration 9 0 
End 

Def EG_L1_3_PurseSnatch_City_01_01 
	Group _ES_L1_3_PurseSnatch_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L4_7_PurseSnatch_City_01_01 
	Group _ES_L4_7_PurseSnatch_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_L8_10_PurseSnatch_City_01_01 
	Group _ES_L8_10_PurseSnatch_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End

Def EG_Vahzilok_D1_Around_City_01_01 
	Group _ES_Vahzilok_D1_Around_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End

Def EG_Vahzilok_D5_Around_City_01_01 
	Group _ES_Vahzilok_D5_Around_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 

Def EG_Vahzilok_D10_Around_City_01_01 
	Group _ES_Vahzilok_D10_Around_City_01_01 
	End
	Property EncounterGroup 0 0 
	Property SpawnProbability 80 0 
End 


Def _ES_ZE_Hellions_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Barrel_BaseType
	End
	Property	"EncounterSpawn"	"Barrel"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Hellions_Fountain_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/ZE_Hellions_Fountain_D1_V1.spawndef"		0	
End

Def EG_ZE_Hellions_City_01_01
	Group _ES_ZE_Hellions_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_AP_Hellion_Loiter1
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_BarFightOut_BaseType
	End
	Property	"EncounterSpawn"	"BarFightOut"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Hellion_Loiter1_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/ZE_Hellion_Loiter1_D1_V1.spawndef"		0	
	Property	"CanSpawn2"			"SpawnDefs/City_01_01/ZE_Hellion_Loiter1_D1_V2.spawndef"		0	
	Property	"CanSpawn3"			"SpawnDefs/City_01_01/ZE_Hellion_Loiter1_D1_V3.spawndef"		0	
	Property	"CanSpawn4"			"SpawnDefs/City_01_01/ZE_Hellion_Loiter1_D1_V4.spawndef"		0	
End

Def EG_ZE_AP_Hellion_Loiter1
	Group _ES_ZE_AP_Hellion_Loiter1
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_AP_HellionLoiter2
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_GuardShip_BaseType
	End
	Property	"EncounterSpawn"	"GuardShip"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Hellion_Loiter2_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/ZE_Hellion_Loiter2_D1_V1.spawndef"		0	
	Property	"CanSpawn2"			"SpawnDefs/City_01_01/ZE_Hellion_Loiter2_D1_V2.spawndef"		0	
	Property	"CanSpawn3"			"SpawnDefs/City_01_01/ZE_Hellion_Loiter2_D1_V3.spawndef"		0	
End

Def EG_ZE_AP_HellionLoiter2
	Group _ES_ZE_AP_HellionLoiter2
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_AP_Obelisks
	Group object_library/Omni/EncounterSpawns/Encounter_E_01
		Pos 0 0 0
	End
	Property	"EncounterSpawn"	"Solo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Obelisks_D10_V0.spawndef"		0	
End

Def EG_ZE_AP_Obelisks
	Group _ES_ZE_AP_Obelisks
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_AP_Fire
	Group object_library/Omni/EncounterSpawns/Encounter_E_01
		Pos 0 0 0
	End
	Property	"EncounterSpawn"	"Solo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Fire_D10_V0.spawndef"		0	
End

Def EG_ZE_AP_Fire
	Group _ES_ZE_AP_Fire
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_AP_HellionBoss
	Group object_library/Omni/EncounterSpawns/Encounter_E_01
		Pos 0 0 0
	End
	Property	"EncounterSpawn"	"Solo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Hellion_Boss_D10_V0.spawndef"		0	
End

Def EG_ZE_AP_HellionBoss
	Group _ES_ZE_AP_HellionBoss
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_AP_PPD
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Barrel_BaseType
	End
	Property	"EncounterSpawn"	"Barrel"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_PPD_Fountain_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/ZE_PPD_Fountain_D1_V1.spawndef"		0	
End

Def EG_ZE_AP_PPD
	Group _ES_ZE_AP_PPD
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_AP_PPD_Static
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Duo_BaseType
	End
	Property	"EncounterSpawn"	"Duo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_PPD_Static_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/ZE_PPD_Static_D1_V1.spawndef"		0	
	Property	"CanSpawn2"			"SpawnDefs/City_01_01/ZE_PPD_Static_D1_V2.spawndef"		0	
End

Def EG_ZE_AP_PPD_Static
	Group _ES_ZE_AP_PPD_Static
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_AP_Demon
	Group object_library/Omni/EncounterSpawns/Encounter_E_01
		Pos 0 0 0
	End
	Property	"EncounterSpawn"	"Solo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Demon_D10_V0.spawndef"		0	
End

Def EG_ZE_AP_Demon
	Group _ES_ZE_AP_Demon
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_Template1_Stage1Fountain_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Barrel_BaseType
	End
	Property	"EncounterSpawn"	"Barrel"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Template1_Stage1Fountain_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/ZE_Template1_Stage1Fountain_D1_V1.spawndef"		0	
End

Def EG_ZE_Template1_Stage1Fountain_City_01_01
	Group _ES_ZE_Template1_Stage1Fountain_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_Template1_Stage2Fountain_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Barrel_BaseType
	End
	Property	"EncounterSpawn"	"Barrel"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Template1_Stage2Fountain_D1_V0.spawndef"		0	
